String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
μΩΓ1,0,56762,1,181
PΘls,0,386315,1,1324
yβqΛ,0,309334,1,1045
KκPw,0,798993,1,2971
ImΦR,0,279370,1,679
χεkφ,0,461991,1,1576
Uuζι,0,280294,1,652
tYυP,0,34902,1,106
νdγr,0,2138290,1,2281
ΓWDF,0,301933,1,802
γbζk,0,451922,1,1555
ιyεo,0,636226,1,2050
TRXp,0,402351,1,535
κGDo,0,25768,1,43
gM6L,0,555155,1,553
Wκ8w,0,92710,1,307
9UΣo,0,919856,1,1294
βλ4ζ,0,28731,1,82
V5uπ,0,413187,1,1609
6ZΓξ,0,30138,1,91
hqFp,0,23924,1,67
HπιK,0,102791,1,385
ΨκkΦ,0,24026,1,67
vδTZ,0,682738,1,2794
γVΛs,0,172093,1,604
QrLD,0,117951,1,496
Γyα@,0,142577,1,205
R!Xτ,0,187537,1,622
JnτΛ,0,212726,1,847
CζWξ,0,103195,1,427
8SGξ,0,359070,1,1327
ΘZθC,0,268833,1,283
κγ@u,0,167328,1,760
Xy4n,0,354173,1,1165
ιυ#Y,0,459565,1,1549
kΩmE,0,974859,1,3732
Qblg,0,1149351,1,3995
Θφ1%,0,514410,1,1687
WIφΦ,0,225833,1,679
εZ0k,0,274927,1,883
FχYδ,0,513053,1,1813
fφ29,0,766795,1,2926
QuΨ6,0,363948,1,1039
Δy1v,0,624535,1,1708
6ΨzΠ,0,735760,1,1990
ΦCζK,0,280387,1,1012
ωX1#,0,916312,1,4028
ΩSΦo,0,649456,1,2536
ΦxXi,0,108570,1,304
φπ45,0,421664,1,1603
Nyto,0,296341,1,1045
XBγd,0,881844,1,3209
γFDZ,0,149465,1,481
0cCn,0,655535,1,2347
tχθk,0,241202,1,916
cιki,0,567532,1,2044
6εβL,0,227862,1,673
tPθε,0,255952,1,913
B3jR,0,455357,1,1588
ηNιM,0,600481,1,1981
Πbκσ,0,107180,1,367
ΓωnK,0,504269,1,1810
4zδS,0,1099052,1,3131
$mw0,0,100952,1,328
2YbΦ,0,352901,1,1423
ωoGΦ,0,39779,1,124
HAαK,0,31003,1,82
ωX0E,0,836186,1,3239
Δξ3ζ,0,58529,1,151
Eπχ8,0,119283,1,373
ι$Λd,0,65929,1,235
yεαQ,0,463742,1,1642
dΞ4I,0,746018,1,3176
yβΔS,0,380688,1,1273
θ#λL,0,240074,1,898
!τΓμ,0,130384,1,262
l2πν,0,513713,1,1915
δχ9O,0,1428504,1,4571
4KAF,0,312585,1,1348
nKFB,0,172094,1,739
pMOZ,0,268130,1,1078
ΓmPλ,0,703240,1,2332
T1Ξφ,0,906078,1,3491
Qsζt,0,74304,1,266
pIξn,0,3102094,1,2602
5vIκ,0,15070,1,10
kKιη,0,62275,1,139
EVqo,0,109463,1,373
MΩΓ@,0,498878,1,1882
ΨeσE,0,641257,1,2275
SVζμ,0,101778,1,343
snq0,0,99209,1,403
hπba,0,716253,1,2767
iF0r,0,16175,1,37
θγΣ$,0,54351,1,112
s2ΘE,0,95980,1,268
ΣYlx,0,576734,1,1834
GYkλ,0,890985,1,2728
Ψbσχ,0,235997,1,1006
QSμε,0,11406,1,25
AΓG8,0,27962,1,67
NωLd,0,346924,1,1330
d7Lm,0,22203,1,76
WpπU,0,1355962,1,5364
νSpq,0,208521,1,688
co%D,0,27154,1,64
NτΘh,0,317353,1,949
IwOX,0,140309,1,544
zΞεn,0,303544,1,1243
Fθkξ,0,1947876,1,7587
κΦΨ!,0,345104,1,1120
ΞKhυ,0,246787,1,985
sKφn,0,5657585,1,1909
JgW2,0,1169779,1,2104
gWμC,0,971993,1,3737
BιIT,0,249946,1,850
β59V,0,676814,1,2155
DtdH,0,155646,1,589
R$HA,0,230859,1,907
κΔXg,0,349230,1,1351
zυCλ,0,285525,1,922
Φλvq,0,77275,1,244
#ΠMb,0,92515,1,376
ωΞ6β,0,370993,1,1417
ξUφo,0,184683,1,724
ΨΔhζ,0,361117,1,1351
4@KΓ,0,706410,1,376
37Λg,0,2230371,1,6063
MIw@,0,315378,1,1138
ασι@,0,26321,1,61
ζ3ωI,0,378623,1,1390
aFπΦ,0,21095,1,49
3lYh,0,296668,1,1090
2NyH,0,173066,1,598
2YυM,0,223484,1,712
B!D5,0,308897,1,1258
RμKΠ,0,212714,1,763
oWμd,0,116160,1,439
ΦG$F,0,34444,1,97
Φ3%y,0,444659,1,1318
ψnπμ,0,362922,1,1240
β2ηΞ,0,358913,1,1144
ξkUQ,0,197290,1,793
oMψz,0,4685632,1,682
πcεm,0,99980,1,340
Nb5π,0,175007,1,634
gZ07,0,31668,1,106
Hj$ζ,0,337682,1,1294
hV#a,0,347024,1,1237
απYX,0,269678,1,781
Γ9ΘI,0,848837,1,2797
twRi,0,614384,1,2416
Kσ3t,0,208215,1,883
Rγαπ,0,286072,1,721
ADfO,0,743675,1,2920
ZvqV,0,1966332,1,6765
saMτ,0,63199,1,181
F1Θe,0,89247,1,292
eκTk,0,34346,1,88
PreΩ,0,135595,1,499
π0pυ,0,242266,1,718
Yυ9r,0,475638,1,1249
iclν,0,579431,1,1909
4χTΩ,0,24359,1,49
ΔkμC,0,271621,1,856
muf$,0,261948,1,727
snγφ,0,75037,1,256
4mιΣ,0,33583,1,85
ZxΩΞ,0,405139,1,1426
nι$1,0,183159,1,565
5bIΓ,0,15526,1,22
BsXΓ,0,300725,1,1135
αWξc,0,209448,1,655
UσIl,0,206572,1,676
XKΨθ,0,353170,1,1243
pΠn7,0,184959,1,748
z3Rr,0,677142,1,2167
tYZU,0,297397,1,370
NYηt,0,106952,1,250
aλψV,0,50478,1,127
bωuΞ,0,318184,1,892
02ιz,0,508865,1,1651
Yαθb,0,69501,1,202
jxI#,0,545306,1,1867
yEΩu,0,286567,1,1165
RΔ!ω,0,72278,1,244
hdPΓ,0,347839,1,1078
bcΛH,0,284526,1,1189
lED3,0,526758,1,2062
UAYη,0,16668,1,40
mηrε,0,111408,1,409
viελ,0,444547,1,1660
fNwζ,0,19937,1,73
Θ2oχ,0,179304,1,643
χvz@,0,626180,1,2095
ΔKqσ,0,468153,1,1564
XtΣo,0,226750,1,862
ΓaΠσ,0,247278,1,979
5aκβ,0,251835,1,706
0JHθ,0,113665,1,241
Zκ#q,0,142201,1,403
UιZv,0,911067,1,997
!Λqξ,0,109332,1,349
aυξT,0,109296,1,295
Πbθ4,0,472839,1,1771
tσei,0,165714,1,592
ΠSXγ,0,81681,1,313
YδrΩ,0,174143,1,616
ZP#ω,0,735228,1,2293
ζPtH,0,93388,1,316
νt2Ψ,0,662307,1,2845
ΛξνL,0,45446,1,112
δIV3,0,260755,1,604
GftΨ,0,11079,1,19
mωκΣ,0,384633,1,1081
dwVχ,0,97989,1,184
DzΦJ,0,115340,1,379
vPω6,0,200981,1,754
ιFV1,0,57608,1,181
TδXn,0,1729564,1,6237
fOΠr,0,296350,1,979
Ngnε,0,36405,1,115
σBpD,0,1167510,1,4280
5ιVj,0,151768,1,670
κ%OE,0,340371,1,1063
QcgE,0,24566,1,85
μDiw,0,99583,1,364
OΦ8c,0,728230,1,2962
ΩOGY,0,223198,1,271
w2Δ5,0,505159,1,1930
DΔB%,0,248087,1,868
wgΠ9,0,6250308,1,832
0Onc,0,5602893,1,5501
rζwχ,0,66572,1,211
Πacβ,0,375652,1,1339
P5δι,0,17600,1,43
0t18,0,258342,1,1027
U1WF,0,143981,1,613
rmkτ,0,79655,1,250
PT01,0,553352,1,2134
φIEN,0,14396,1,25
kclW,0,98173,1,334
6ψΠm,0,18246,1,61
bmRo,0,195781,1,760
φgΨ8,0,482144,1,1816
QalD,0,165304,1,613
Θκψ!,0,8005674,1,1444
4$YC,0,518709,1,2161
qΘΛM,0,41689,1,232
μΣWν,0,1297987,1,5201
vΦEΛ,0,1124937,1,4457
!ηAζ,0,487692,1,1969
ημV1,0,449646,1,1303
νθΩQ,0,15065,1,22
wLιY,0,527883,1,2059
FwpΔ,0,325947,1,1393
ΔsΛη,0,269000,1,829
LτJω,0,1343853,1,1339
fLwΨ,0,90358,1,325
#LεR,0,246257,1,781
0lKΠ,0,58643,1,217
yK#X,0,15984,1,16
@ζεΨ,0,358998,1,1285
iδΠs,0,950210,1,3737
qσt7,0,210217,1,817
φΩKΛ,0,249215,1,676
εζιK,0,249275,1,1015
σhηΨ,0,77683,1,274
χψεQ,0,48818,1,100
θ1Dπ,0,669632,1,2467
N53σ,0,93038,1,265
0ψΛY,0,7034932,1,400
τνΘ2,0,143136,1,337
φB7c,0,41881,1,118
πnj2,0,40189,1,85
ΩP2V,0,23008,1,70
PσYf,0,324513,1,1177
ΞfWH,0,62979,1,229
rIσk,0,631302,1,2026
βSPN,0,105412,1,367
Λdgω,0,288741,1,1234
mwv0,0,1164192,1,3710
aχσW,0,561441,1,1669
cDYθ,0,74116,1,340
hΛrv,0,169397,1,583
ieτΩ,0,281486,1,877
ζτR6,0,211801,1,865
1uIΓ,0,887309,1,3638
VS7!,0,270862,1,964
ν3!Ψ,0,4862896,1,1570
!jzq,0,94113,1,361
VZ8Q,0,583653,1,2012
ΦSυu,0,1246676,1,2272
ΠHΓμ,0,106254,1,394
PRΩs,0,338504,1,1288
rνwt,0,38549,1,40
zToν,0,128465,1,439
5β@#,0,233846,1,958
CkαF,0,183147,1,769
χθPK,0,11109,1,10
iWuA,0,772934,1,2962
vVk8,0,182336,1,643
xYβ$,0,181669,1,409
GBΘε,0,2827404,1,1882
qV$ε,0,286871,1,1207
JIBλ,0,61336,1,214
κ91G,0,642430,1,2359
xMιF,0,106858,1,373
λ6Δ$,0,136872,1,559
M3τa,0,20886,1,67
UηΩD,0,50750,1,187
9δwG,0,36895,1,94
gRυi,0,329143,1,901
aιvυ,0,108755,1,409
ξa1T,0,948778,1,3653
M7@N,0,60463,1,184
fzμc,0,486373,1,1744
SαHJ,0,175197,1,514
ΩLξδ,0,90687,1,274
ZΞνc,0,815698,1,3119
Fπ@p,0,187731,1,679
DX6P,0,133363,1,322
$Πsn,0,226120,1,655
CΞΠh,0,70253,1,241
d0Dη,0,136440,1,610
ιrpγ,0,292610,1,1018
χΩvj,0,329042,1,1285
C$Λk,0,1173490,1,1846
πDa1,0,65220,1,196
dqWY,0,347359,1,1342
%sj#,0,63440,1,181
ψikΠ,0,1568865,1,5186
Qg3f,0,449482,1,1813
Ψh9ψ,0,29340,1,61
υν#4,0,111411,1,400
ΘFfι,0,270761,1,1102
δxSΨ,0,176648,1,667
F4ΠD,0,599419,1,2206
MR$π,0,46831,1,157
σξ$π,0,107664,1,370
υΦΓQ,0,164241,1,577
noSp,0,248836,1,967
ψY8P,0,559739,1,2218
E$W#,0,575894,1,2197
3SωI,0,132893,1,349
ΔψRt,0,247750,1,832
φΘZ1,0,151486,1,529
ΦiαO,0,43864,1,140
δbΞY,0,71224,1,202
η1ri,0,676672,1,2164
$r9β,0,451068,1,1519
EwAh,0,57599,1,232
wβιξ,0,137855,1,484
Oγuω,0,199424,1,841
χαhυ,0,325936,1,1174
m8Ω0,0,204739,1,799
wΣrX,0,612251,1,2035
wNkφ,0,889298,1,3188
πlKk,0,47792,1,166
d8$u,0,502662,1,2116
qΔuκ,0,199236,1,652
T$E2,0,48401,1,223
iVcβ,0,151300,1,619
xΣΘj,0,801436,1,2911
vUΩc,0,118656,1,319
0M5E,0,550701,1,2074
o7μY,0,556923,1,2056
2CζU,0,807587,1,2794
Tpvl,0,2297499,1,6121
nQfU,0,88353,1,343
Φ8ξf,0,895965,1,3050
Wu2T,0,241282,1,985
!ΞP#,0,11683,1,10
νhJω,0,272194,1,976
Δ6Ψ4,0,473866,1,1690
Ξm8R,0,47159,1,28
Θ0φl,0,180570,1,712
κ5l#,0,271878,1,1039
A14V,0,127555,1,538
γSUθ,0,298815,1,1249
k3Δv,0,981643,1,3812
φCdγ,0,492639,1,1927
%SCj,0,822148,1,3356
φeτχ,0,484326,1,1987
uqBξ,0,317636,1,1309
φ$ψV,0,252331,1,1012
d5%S,0,297618,1,1240
θυPf,0,167882,1,487
HυIλ,0,584272,1,529
βζΦν,0,163186,1,604
s@3g,0,203065,1,784
D7wr,0,624560,1,2530
ItδF,0,99141,1,373
!7hD,0,84477,1,328
X!K@,0,719606,1,2323
6εky,0,3697648,1,1048
BIOυ,0,11087,1,4
hω5ν,0,602383,1,2239
iπBq,0,33551,1,115
j#!γ,0,30894,1,97
ΠNν5,0,570374,1,2173
m!Sv,0,900624,1,3206
#Πgs,0,437648,1,1741
τ9#σ,0,436301,1,1393
ξBΔ@,0,135960,1,505
θυGΛ,0,1033127,1,3737
ψ3kS,0,821617,1,2377
VΨβU,0,48206,1,145
ΔLσb,0,59741,1,178
Ek#w,0,1229069,1,4181
Φμκ#,0,432276,1,1609
1θβK,0,1073222,1,1150
dEτγ,0,576946,1,1468
cτu@,0,119655,1,484
megY,0,103306,1,367
hoΞκ,0,261261,1,994
hμ%Ω,0,19290,1,34
H$ιν,0,240995,1,895
UOζn,0,659058,1,2335
!λJw,0,160239,1,643
π5!d,0,114768,1,466
Jizτ,0,76020,1,283
xNcd,0,25943,1,115
30o$,0,13579,1,37
ktχq,0,767004,1,2857
ΛLΣQ,0,201870,1,802
kδ@ζ,0,172008,1,670
juTZ,0,90307,1,286
Ξhdκ,0,583907,1,1426
αZCμ,0,193817,1,685
HeΩC,0,390711,1,997
Zτ%Δ,0,192657,1,340
FΞvK,0,294200,1,1111
ιm5D,0,19956,1,70
nΘJσ,0,259272,1,961
hRΣα,0,188567,1,727
yωnD,0,1507697,1,5948
6am0,0,273366,1,1066
yεZγ,0,193640,1,691
okdτ,0,172066,1,559
Γcεk,0,35712,1,142
HPλm,0,159529,1,667
3ζQ9,0,765449,1,3017
sIo4,0,353107,1,1360
kξBl,0,706786,1,2773
θDMΓ,0,123792,1,424
DχIω,0,303056,1,916
βp9K,0,475567,1,1612
σ3sg,0,255543,1,853
XgUq,0,295750,1,1120
oπKk,0,524830,1,1724
λΦeN,0,227206,1,907
2VJΘ,0,313093,1,1282
wnΣΩ,0,265774,1,898
SYc1,0,175196,1,592
1λbυ,0,457701,1,1720
xkΓν,0,84211,1,307
q2oK,0,3879592,1,3383
8@CZ,0,18051,1,4
B61W,0,212590,1,928
IφΓν,0,308552,1,961
TFυH,0,325716,1,1141
γL8e,0,3966348,1,1465
CχuH,0,2504921,1,427
pσMN,0,641174,1,2683
!cλπ,0,110833,1,481
fD#β,0,214295,1,883
e2Dl,0,18729,1,58
γ9CS,0,46590,1,148
Θ2$q,0,207608,1,739
#ΣδS,0,276382,1,1037
6bΦc,0,181417,1,730
cδ9ν,0,49958,1,4
ξnx@,0,87917,1,403
klαπ,0,385479,1,1288
QAdK,0,205246,1,700
hRΩS,0,285041,1,805
σD$Ω,0,412325,1,1462
wKυα,0,905015,1,817
ΔLδO,0,13847,1,22
νnΣΘ,0,1584132,1,4610
diJZ,0,41728,1,52
F!0f,0,245751,1,1036
Fn1Ω,0,98876,1,406
ηξιb,0,1222208,1,4808
εΨM7,0,70997,1,253
jpθN,0,92980,1,355
nzΔv,0,350772,1,1360
caVλ,0,494864,1,1954
A9ωy,0,601833,1,2323
ταfΘ,0,153923,1,142
ΩλΔV,0,122709,1,373
eμrι,0,43759,1,73
hNWK,0,140498,1,397
χG!Φ,0,260303,1,1078
qδ3ν,0,433217,1,1330
ΛeH7,0,2016131,1,4112
!υ#o,0,139197,1,541
2ZκΨ,0,394447,1,1636
za@N,0,477197,1,2053
εJ%k,0,467939,1,1891
oZNζ,0,32058,1,67
JXoΘ,0,52713,1,160
ωvON,0,12234,1,22
m4aN,0,109232,1,328
KkAη,0,142674,1,541
lhΠΞ,0,1560627,1,5309
μwbI,0,122876,1,244
obs6,0,303015,1,940
Drkλ,0,84727,1,283
RτFI,0,409825,1,1261
Fδεζ,0,381131,1,1231
pdq$,0,129248,1,349
wκy!,0,234174,1,868
wYMl,0,170846,1,469
M5Se,0,84028,1,313
LΘνY,0,220931,1,922
Xξzα,0,355961,1,1444
mγ9Q,0,76555,1,211
RaΓW,0,264233,1,769
tThΦ,0,407726,1,1501
9Δ@d,0,138768,1,592
Ξ4rZ,0,41851,1,193
ΔFγW,0,337283,1,1162
c@pm,0,26317,1,76
ηΨBo,0,385697,1,1420
μbVp,0,458569,1,1831
ΠnηP,0,525484,1,1624
κ0yΠ,0,115649,1,364
UiLE,0,210996,1,802
ΓxLj,0,491732,1,2026
SθdV,0,126768,1,502
NnKv,0,528542,1,1996
ixlA,0,120717,1,550
Γ@qo,0,121944,1,424
dn4s,0,21529,1,64
Fεtm,0,49875,1,157
βNk!,0,211883,1,871
tQbo,0,296637,1,1183
u2Sv,0,46580,1,136
AΛm6,0,186724,1,772
AαΞR,0,487370,1,1801
OΨru,0,250004,1,856
GZ@V,0,556835,1,2329
lMδσ,0,361292,1,1231
Δnwζ,0,33274,1,77
ndWκ,0,79845,1,301
dXVΠ,0,733768,1,1552
w0B8,0,160423,1,526
CHIA,0,93885,1,262
oLζH,0,334522,1,649
Ωωzc,0,1176370,1,4064
24ΞG,0,226631,1,817
1JμK,0,71931,1,235
ULΩι,0,367379,1,1399
ψHnZ,0,255389,1,994
μSl$,0,443836,1,553
εeδζ,0,408146,1,652
lΘβ5,0,277469,1,982
YW$Ψ,0,93141,1,295
αΔΣC,0,750524,1,2974
μΘτθ,0,249038,1,763
πWsι,0,1087604,1,3917
4ΓζH,0,28365,1,61
τHms,0,89471,1,340
τφnι,0,483774,1,1792
puwχ,0,1208113,1,4670
Wbαι,0,39000,1,82
$ωαφ,0,6897947,1,2857
Qωrπ,0,75696,1,217
moαγ,0,239290,1,670
oJψξ,0,3166951,1,2134
Ξε4ι,0,28344,1,85
BγSΞ,0,398381,1,1300
Lι$z,0,485988,1,1756
bfλ%,0,94722,1,379
ΦΓψΠ,0,85676,1,238
θχ0O,0,14913,1,13
rem#,0,9142890,1,2830
BΘι@,0,53430,1,190
Vανe,0,777642,1,2932
wLjX,0,47456,1,139
cyΘ2,0,68498,1,253
Σψoh,0,95174,1,358
Ψε2υ,0,575050,1,2401
vj0l,0,5377739,1,4262
NΦ%Ξ,0,6655285,1,721
ω6oξ,0,466913,1,1561
BΔZi,0,78866,1,307
8ζυQ,0,109588,1,307
6pTu,0,15546,1,16
vCyx,0,325312,1,1162
Ozξ0,0,929786,1,2941
$Gcg,0,433298,1,1438
2@ζd,0,224852,1,688
ωπz6,0,6703075,1,508
μzEx,0,58681,1,178
!tvL,0,23373,1,28
NBσυ,0,328483,1,1081
$ndm,0,71015,1,283
AγE@,0,298417,1,1114
cμnχ,0,809309,1,2857
ΘηΩ$,0,664626,1,2788
ytMλ,0,119782,1,439
τLδΣ,0,154419,1,580
ψzo$,0,558084,1,2017
zGyQ,0,18373,1,28
ζ8πi,0,401164,1,1495
5eqa,0,516399,1,1852
@WΩZ,0,335927,1,1306
κUiX,0,442620,1,1765
βι$ξ,0,24495,1,49
ωDiζ,0,793923,1,3059
Fr65,0,229017,1,757
m7ψD,0,52277,1,154
aτιH,0,685563,1,2665
ψyQD,0,51512,1,127
AΦ6j,0,440522,1,1738
7Eζ2,0,15883,1,31
HByΓ,0,514428,1,1396
5nR7,0,98864,1,355
D93H,0,200528,1,655
1jξU,0,491646,1,1798
αj40,0,65071,1,184
Λ$qS,0,3340476,1,1627
ιΞλΓ,0,852717,1,2362
Jdωε,0,569759,1,2329
FKNι,0,660675,1,1435
sGκ2,0,870367,1,2965
ryτf,0,525210,1,436
ψcξΦ,0,1135411,1,1042
5yWX,0,50230,1,145
ΛtνS,0,81812,1,193
5π$f,0,415591,1,1333
αayν,0,895014,1,1750
vθUP,0,173873,1,538
etsΠ,0,984826,1,2359
ωξi!,0,741251,1,1435
6Jψ8,0,407110,1,1567
morv,0,833968,1,1327
Ωακl,0,118604,1,319
kD%8,0,402410,1,1009
xmαH,0,286844,1,934
pal5,0,56741,1,196
0ΣυV,0,31795,1,28
tbΠυ,0,1440578,1,2527
F@uτ,0,637578,1,1690
qH5j,0,1772403,1,1006
sc1Ω,0,42400,1,163
ζSoa,0,13228,1,7
oIωψ,0,637245,1,1303
VbTδ,0,213215,1,865
βi4α,0,103238,1,379
vφδη,0,76086,1,247
εg6T,0,1661649,1,1657
@ΣiZ,0,616885,1,1660
ν1nv,0,933860,1,2227
kλ%p,0,777565,1,1402
j8τ@,0,3832354,1,3428
ΦrνQ,0,205192,1,667
Bsδγ,0,344788,1,652
3Γκι,0,822148,1,2413
1ΣlM,0,4096317,1,1471
EG0W,0,267838,1,910
Σrτj,0,954235,1,3668
7χξI,0,615915,1,805
u0ΛI,0,266825,1,937
bfdA,0,206583,1,781
ZW$K,0,30526,1,88
ΣΛΓΔ,0,8617990,1,2176
λd7Q,0,1554170,1,517
XgzΔ,0,191178,1,676
βVPN,0,174785,1,643
VEdi,0,3894248,1,2647
x0ξμ,0,5995450,1,1465
NBOα,0,442332,1,292
8VIκ,0,84011,1,256
ΨDΩ$,0,118910,1,562
ΩEsΨ,0,3214364,1,1318
ΓQmβ,0,341893,1,742
Λt0N,0,64959,1,196
vkFχ,0,9915865,1,5102
PDL0,0,593695,1,2491
σιZW,0,1228682,1,2647
lΓχν,0,223656,1,535
αΘf2,0,60013,1,244
μΦ%Π,0,876508,1,2695
LSmd,0,1332512,1,2621
ΞZR6,0,912838,1,2197
kzJV,0,51247,1,136
ZXN5,0,554322,1,823
χOLζ,0,59523,1,157
#μχι,0,1749181,1,3134
ιΛfe,0,562007,1,382
sGΛχ,0,604641,1,310
JΠγX,0,60743,1,160
6φΩp,0,1855105,1,2707
XWxα,0,117588,1,373
γdpP,0,919562,1,1465
Λgpy,0,219749,1,496
gUHσ,0,63813,1,268
ΦyχR,0,84413,1,238
aSXQ,0,403022,1,1099
Aιvω,0,492447,1,1834
rVU4,0,763448,1,2845
oN@ω,0,143317,1,379
8Lnπ,0,609673,1,2299
ΠΘHf,0,196399,1,706
ξE!μ,0,97792,1,466
7tfΣ,0,627986,1,1372
eqvR,0,448448,1,1429
Jδdf,0,539763,1,1987
wψΠa,0,235191,1,802
xη5q,0,176892,1,580
ελUμ,0,297970,1,1222
R#7φ,0,81575,1,328
eθωλ,0,199416,1,910
jyιP,0,77997,1,277
GσaB,0,363465,1,1336
!nqμ,0,221842,1,895
χbvr,0,195787,1,592
IcYj,0,338218,1,967
βY%R,0,45498,1,109
$αCΠ,0,1023385,1,3566
FΦDx,0,26599,1,76
FoSl,0,195703,1,742
OΩΞJ,0,685406,1,2098
ΨφCθ,0,884570,1,3164
YjSt,0,347566,1,838
!Σq@,0,361404,1,1225
a9υκ,0,173786,1,511
μαRN,0,1259858,1,4454
JRjC,0,55003,1,193
HCc5,0,48001,1,175
cαUm,0,46508,1,112
εΨEz,0,56769,1,214
Pg$%,0,391932,1,1204
QΠGδ,0,771043,1,3089
8pxQ,0,4896723,1,3314
Eβ%P,0,280313,1,970
Ω4$u,0,137689,1,508
9dπx,0,913742,1,2941
$tCo,0,541928,1,58
l5z3,0,262849,1,925
TyLω,0,456956,1,1642
21ΩS,0,34231,1,91
θrX%,0,89164,1,340
ΘCHχ,0,212177,1,778
κφ8b,0,249794,1,913
υw1Φ,0,1078403,1,1660
EP8j,0,210057,1,541
GΛΩA,0,578512,1,2119
κwφT,0,872986,1,3302
εφσ5,0,355635,1,1051
7Θαm,0,70226,1,208
!KY$,0,121027,1,460
2RoT,0,447797,1,1726
6h9β,0,176048,1,301
δmjΔ,0,304309,1,1057
HmΩι,0,66283,1,217
Ψt!Π,0,16996,1,52
IζAε,0,166071,1,559
@2Θj,0,2069673,1,7335
fκnV,0,227802,1,970
Δτgx,0,581422,1,2281
ΨμtU,0,357762,1,1477
mεPn,0,676276,1,2791
QΔoΠ,0,11612,1,13
4Δ1Σ,0,59211,1,184
ΣCΞζ,0,5698773,1,3788
ΩDνo,0,281311,1,832
hΞ3l,0,472739,1,1618
ψlσe,0,219738,1,1042
ωJEc,0,55232,1,142
OIΩμ,0,296831,1,1114
σ%7j,0,482332,1,1774
ωvΦC,0,30290,1,97
β8oQ,0,317334,1,1124
!σ0α,0,49312,1,142
Ψ%Lω,0,226984,1,799
νEΛn,0,534080,1,1933
ξIht,0,700988,1,2131
νJ3β,0,326247,1,1285
ΞψGΠ,0,453600,1,1738
7znψ,0,1265995,1,1837
PlsM,0,51361,1,190
Ψn%Λ,0,243411,1,1000
tRH1,0,584256,1,2053
φΔ9m,0,75784,1,238
%qPν,0,31780,1,52
GΣΩθ,0,80715,1,124
L!sc,0,88970,1,259
2βT$,0,76014,1,301
f@γH,0,64161,1,187
Pd%m,0,60714,1,175
lsqζ,0,136769,1,511
u$τE,0,687876,1,2671
ΣV5q,0,127602,1,385
1AYx,0,260459,1,931
ξ3θa,0,157346,1,469
CΔOψ,0,404598,1,1249
Vs9Σ,0,569313,1,2104
#smD,0,14359,1,31
pVg7,0,190220,1,700
ΠPjμ,0,74770,1,268
$jδH,0,70645,1,175
τKyp,0,230992,1,877
ψfbL,0,1040342,1,3584
Ab4k,0,523747,1,1666
xl7ξ,0,322067,1,1021
zyOσ,0,318774,1,1117
r0ξΠ,0,1067266,1,3200
4σDq,0,850586,1,3032
0πnμ,0,257623,1,748
τgφT,0,32936,1,100
ηΞZu,0,1225115,1,4547
CβvL,0,376347,1,1291
υ6αS,0,214026,1,826
ΣqkN,0,74490,1,247
6Dσξ,0,52014,1,158
8efK,0,47805,1,148
yFΩw,0,727673,1,2992
%dβu,0,312814,1,1258
eMJκ,0,661018,1,2386
TλBε,0,322713,1,766
π25ξ,0,31759,1,67
g8δN,0,1487910,1,4658
36ι4,0,34854,1,91
πyεu,0,219930,1,841
aΩT#,0,77383,1,256
Q0u8,0,156805,1,598
vEτ3,0,178166,1,850
csYφ,0,122713,1,400
ixχΛ,0,231543,1,847
νjdi,0,265885,1,877
ΠΔkΞ,0,99537,1,334
νζ5Θ,0,62539,1,184
F%ΦQ,0,330520,1,1369
γδψΦ,0,293192,1,1045
MGVγ,0,249325,1,868
πκEv,0,91614,1,322
BΔqi,0,120016,1,334
Ω6Kσ,0,417652,1,1378
NgΛν,0,333207,1,1465
#Bzφ,0,172750,1,574
Sφ!p,0,151944,1,472
9φ2t,0,88753,1,256
!M1λ,0,119715,1,433
πfjκ,0,158524,1,526
pΨ!r,0,185327,1,631
εΞVβ,0,1278674,1,4127
qDβΣ,0,243312,1,901
2χhΣ,0,832038,1,2626
β7eC,0,253213,1,1039
tΠWS,0,91595,1,295
fEζZ,0,230281,1,733
ΦBrk,0,129637,1,415
PxcG,0,55248,1,139
ωΛπι,0,25459,1,43
l03a,0,192591,1,730
6Sfσ,0,36773,1,124
τ5SE,0,222779,1,592
4RbL,0,263981,1,1084
7bdΘ,0,679972,1,2176
ψPα9,0,166632,1,322
χπIB,0,55448,1,118
FζUu,0,398224,1,1675
7udτ,0,623108,1,2230
GHtr,0,225956,1,922
i%b2,0,183286,1,670
ι8Gκ,0,10691,1,19
κXπν,0,20004,1,52
9Ooξ,0,273252,1,1054
ΛIκΠ,0,123065,1,508
Cs7!,0,363274,1,1576
$!d@,0,168029,1,631
sPke,0,459925,1,1456
3Ξue,0,859182,1,3104
plhs,0,83262,1,262
χhsΓ,0,187811,1,670
sμol,0,943433,1,3461
bAΔΨ,0,104627,1,289
PαΩω,0,432812,1,994
qX4A,0,52493,1,166
Vs0α,0,484113,1,2053
ψhaΓ,0,343358,1,1168
@βΦx,0,97070,1,370
χiP!,0,73006,1,121
Tσμf,0,95762,1,277
zπ5q,0,26410,1,79
KV$υ,0,243988,1,880
γΞ1r,0,1282056,1,4799
Yhq$,0,292001,1,1000
bφsy,0,90900,1,268
Π$%F,0,146682,1,565
dΦWΓ,0,77547,1,292
RΠχJ,0,355926,1,937
Ψevq,0,288658,1,1114
